"","q_quant","risingerp","fallingerp","hyst_index","flsh_index","run_id","storm_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh"
"1",0,0,NA,NA,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"2",0.01,0.00534413419718402,NA,NA,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"3",0.02,0.010688268394368,NA,NA,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"4",0.03,0.0160324025915521,NA,NA,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"5",0.04,0.0213765367887361,NA,NA,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"6",0.05,0.0267206709859201,NA,NA,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"7",0.06,0.0320648051831041,0.0404558969276511,-0.00839109174454702,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"8",0.07,0.0504116430387383,0.0392793430553589,0.0111322999833794,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"9",0.08,0.0744745981815831,0.061975553353155,0.0124990448284282,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"10",0.09,0.098537553324428,0.0476920218037661,0.0508455315206619,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"11",0.1,0.122600508467273,0.0643334985133796,0.0582670099538932,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"12",0.11,0.146663463610118,0.080974975222993,0.0656884883871246,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"13",0.12,0.170726418752962,0.0825792864222002,0.0881471323307623,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"14",0.13,0.194789373895807,0.110993821563376,0.0837955523324308,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"15",0.14,0.218852329038652,0.142556987115956,0.0762953419226957,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"16",0.15,0.242915284181497,0.162996078769337,0.0799192054121601,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"17",0.16,0.266978239324342,0.170438229844444,0.0965400094798983,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"18",0.17,0.291041194467187,0.17788038091955,0.113160813547636,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"19",0.18,0.315104149610031,0.185322531994657,0.129781617615375,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"20",0.19,0.339167104752876,0.192764683069763,0.146402421683113,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"21",0.2,0.363230059895721,0.20020683414487,0.163023225750851,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"22",0.21,0.387293015038566,0.207648985219977,0.179644029818589,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"23",0.22,0.411355970181411,0.215091136295083,0.196264833886327,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"24",0.23,0.435418925324256,0.222342491246493,0.213076434077762,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"25",0.24,0.4594818804671,0.227112103917408,0.232369776549693,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"26",0.25,0.483544835609945,0.231881716588323,0.251663119021623,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"27",0.26,0.50760779075279,0.236651329259237,0.270956461493553,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"28",0.27,0.531670745895635,0.241420941930152,0.290249803965483,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
"29",0.28,0.55573370103848,0.246190554601067,0.309543146437413,0.603567888999009,"FC = 0.98, SFT = 0.1","storm_1","2020-01-19 15:00:00","2020-01-20 11:00:00",34255.5069630574,21,1631.21461728845,"0.98","0.1"
